event_type,protein_id, protein parent id,shine_dal,length,concentration,hamming_dist,dist_next_protein,nb_proteins,dna_length,m,w,h,c,f
 ,94,94,25001,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,29047,21,0,11,8691,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,129,129,32589,12,0,4,11706,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,130,130,32592,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,131,131,33332,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,33335,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,118,118,36023,10,0,4,2688,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,36026,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,36263,21,0,4,10091,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,37738,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,58,58,37741,10,0,11,6345,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,10022,43,44766,0.253968,0.0247312,1,0.2,functional
INV,103,103,1588,8,0,4,8535,43,44766,0.285714,0.0238095,1,0.2,functional
 ,54,54,2459,10,0,4,871,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,2462,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,2841,10,0,4,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,116,116,2844,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,128,128,8625,15,0,4,5781,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,82,82,9198,10,0,4,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,81,81,9201,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,84,84,9901,9,0,11,10022,43,44766,0.666667,0.0333333,1,0.2,functional
 ,83,83,9904,10,0,11,2829,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,10218,12,0,4,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,66,66,11605,10,0,4,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,65,65,11608,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,132,132,13850,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,131,131,13853,10,0,12,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,130,130,14593,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,129,129,14596,12,0,11,11706,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,101,101,18138,21,0,4,6530,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,94,94,22184,20,0,4,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,93,93,22187,19,0,4,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,102,102,22222,1,0,4,35,43,44766,0.5,0,-1,0.2,non functional
 ,126,126,26302,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,125,125,26305,12,0,11,1246,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,123,123,26777,11,0,4,4555,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,26780,10,0,4,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,120,120,27551,1,0,13,35,43,44766,0.5,0,-1,0.2,non functional
 ,121,121,27586,19,0,13,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,122,122,27589,20,0,13,2439,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,61,61,30028,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,60,60,30031,10,0,12,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,85,85,30771,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,86,86,30774,12,0,11,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,137,137,31311,3,0,15,964,43,44766,0,0,-1,0.2,non functional
 ,135,135,32275,21,0,11,5463,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,133,133,34449,10,0,4,7669,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,134,134,34452,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,118,118,36023,10,0,4,2688,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,36026,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,36263,21,0,4,10091,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,37738,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,58,58,37741,10,0,11,6345,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,10022,43,44766,0.253968,0.0247312,1,0.2,functional
INV,103,103,1588,8,0,4,8535,43,44766,0.285714,0.0238095,1,0.2,functional
 ,54,54,2459,10,0,4,871,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,2462,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,2841,10,0,4,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,116,116,2844,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,102,102,7895,1,0,12,8016,43,44766,0.5,0,-1,0.2,non functional
 ,93,93,7930,19,0,12,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,94,94,7933,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,11979,21,0,11,6530,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,129,129,15521,12,0,4,12677,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,130,130,15524,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,131,131,16264,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,16267,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,65,65,18509,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,66,66,18512,10,0,11,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,19899,12,0,12,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,83,83,20213,10,0,4,3946,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,84,84,20216,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,81,81,20916,9,0,12,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,82,82,20919,10,0,12,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,128,128,21492,15,0,11,4810,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,126,126,26302,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,125,125,26305,12,0,11,1246,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,123,123,26777,11,0,4,4555,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,26780,10,0,4,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,120,120,27551,1,0,13,35,43,44766,0.5,0,-1,0.2,non functional
 ,121,121,27586,19,0,13,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,122,122,27589,20,0,13,2439,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,61,61,30028,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,60,60,30031,10,0,12,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,85,85,30771,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,86,86,30774,12,0,11,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,137,137,31311,3,0,15,964,43,44766,0,0,-1,0.2,non functional
 ,135,135,32275,21,0,11,5463,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,133,133,34449,10,0,4,7669,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,134,134,34452,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,118,118,36023,10,0,4,2688,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,36026,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,36263,21,0,4,10091,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,37738,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,58,58,37741,10,0,11,6345,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,10022,43,44766,0.253968,0.0247312,1,0.2,functional
TRANS,103,103,1588,8,0,4,10091,43,44766,0.285714,0.0238095,1,0.2,functional
 ,122,122,3530,20,0,4,1942,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,121,121,3533,19,0,4,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,120,120,3568,1,0,4,35,43,44766,0.5,0,-1,0.2,non functional
 ,134,134,4335,9,0,11,4456,43,44766,0.666667,0.0333333,1,0.2,functional
 ,133,133,4338,10,0,11,11225,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,135,135,6512,21,0,4,2944,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,137,137,7476,3,0,4,964,43,44766,0,0,-1,0.2,non functional
 ,86,86,8013,12,0,4,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,8016,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,60,60,8756,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,61,61,8759,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,54,54,10127,10,0,4,1368,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,10130,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,10509,10,0,4,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,116,116,10512,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,102,102,15563,1,0,12,35,43,44766,0.5,0,-1,0.2,non functional
 ,93,93,15598,19,0,12,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,94,94,15601,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,19647,21,0,11,6530,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,129,129,23189,12,0,4,12677,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,130,130,23192,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,131,131,23932,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,23935,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,65,65,26177,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,66,66,26180,10,0,11,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,27567,12,0,12,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,83,83,27881,10,0,4,3946,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,84,84,27884,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,81,81,28584,9,0,12,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,82,82,28587,10,0,12,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,128,128,29160,15,0,11,4810,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,126,126,33970,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,125,125,33973,12,0,11,3765,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,123,123,34445,11,0,4,6561,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,34448,10,0,4,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,118,118,36023,10,0,4,1575,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,36026,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,36263,21,0,4,10091,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,37738,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,58,58,37741,10,0,11,6345,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,4456,43,44766,0.253968,0.0247312,1,0.2,functional
TRANS,103,103,1588,8,0,4,14733,43,44766,0.285714,0.0238095,1,0.2,functional
 ,122,122,3530,20,0,4,1942,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,121,121,3533,19,0,4,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,120,120,3568,1,0,4,35,43,44766,0.5,0,-1,0.2,non functional
 ,134,134,4335,9,0,11,4456,43,44766,0.666667,0.0333333,1,0.2,functional
 ,133,133,4338,10,0,11,11109,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,135,135,6512,21,0,4,2944,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,137,137,7476,3,0,4,964,43,44766,0,0,-1,0.2,non functional
 ,86,86,8013,12,0,4,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,8016,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,60,60,8756,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,61,61,8759,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,58,58,13969,10,0,4,5210,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,59,59,13972,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,15447,21,0,13,237,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,119,119,15684,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,118,118,15687,10,0,11,1575,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,124,124,17262,10,0,11,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,123,123,17265,11,0,11,6561,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,125,125,17737,12,0,4,3765,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,126,126,17740,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,128,128,22550,15,0,4,4810,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,82,82,23123,10,0,4,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,81,81,23126,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,84,84,23826,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,83,83,23829,10,0,11,3946,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,24143,12,0,4,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,66,66,25530,10,0,4,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,65,65,25533,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,132,132,27775,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,131,131,27778,10,0,12,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,130,130,28518,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,129,129,28521,12,0,11,8151,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,54,54,31236,10,0,4,5703,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,31239,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,31618,10,0,4,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,116,116,31621,9,0,4,14733,43,44766,0.666667,0.0333333,1,0.2,functional
 ,102,102,36672,1,0,12,35,43,44766,0.5,0,-1,0.2,non functional
 ,93,93,36707,19,0,12,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,94,94,36710,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,40756,21,0,11,3330,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,4456,43,44766,0.253968,0.0247312,1,0.2,functional
INV,103,103,1588,8,0,4,14733,43,44766,0.285714,0.0238095,1,0.2,functional
 ,122,122,3530,20,0,4,1942,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,121,121,3533,19,0,4,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,120,120,3568,1,0,4,35,43,44766,0.5,0,-1,0.2,non functional
 ,134,134,4335,9,0,11,4456,43,44766,0.666667,0.0333333,1,0.2,functional
 ,133,133,4338,10,0,11,11109,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,135,135,6512,21,0,4,2944,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,137,137,7476,3,0,4,964,43,44766,0,0,-1,0.2,non functional
 ,86,86,8013,12,0,4,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,85,85,8016,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,60,60,8756,10,0,4,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,61,61,8759,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,58,58,13969,10,0,4,5210,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,59,59,13972,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,15447,21,0,13,237,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,119,119,15684,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,118,118,15687,10,0,11,1575,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,124,124,17262,10,0,11,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,123,123,17265,11,0,11,6561,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,125,125,17737,12,0,4,3765,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,126,126,17740,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,128,128,22550,15,0,4,4810,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,82,82,23123,10,0,4,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,81,81,23126,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,84,84,23826,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,83,83,23829,10,0,11,3946,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,24143,12,0,4,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,66,66,25530,10,0,4,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,65,65,25533,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,131,131,27173,10,0,4,1640,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,132,132,27176,9,0,4,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,130,130,28518,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,129,129,28521,12,0,11,8151,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,54,54,31236,10,0,4,5703,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,31239,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,31618,10,0,4,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,116,116,31621,9,0,4,14733,43,44766,0.666667,0.0333333,1,0.2,functional
 ,102,102,36672,1,0,12,35,43,44766,0.5,0,-1,0.2,non functional
 ,93,93,36707,19,0,12,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,94,94,36710,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,40756,21,0,11,3330,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,4456,43,44766,0.253968,0.0247312,1,0.2,functional
INV,103,103,1588,8,0,4,14733,43,44766,0.285714,0.0238095,1,0.2,functional
 ,122,122,3530,20,0,4,1942,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,121,121,3533,19,0,4,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,120,120,3568,1,0,4,35,43,44766,0.5,0,-1,0.2,non functional
 ,134,134,4335,9,0,11,4456,43,44766,0.666667,0.0333333,1,0.2,functional
 ,133,133,4338,10,0,11,11109,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,135,135,6512,21,0,4,2944,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,116,116,11634,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,117,117,11637,10,0,11,379,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,12016,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,54,54,12019,10,0,11,4060,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,129,129,14734,12,0,4,8222,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,130,130,14737,11,0,4,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,132,132,16079,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,131,131,16082,10,0,12,1640,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,65,65,17722,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,66,66,17725,10,0,11,1387,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,19112,12,0,12,1017,43,44766,0.412698,0.0238095,1,0.2,functional
 ,83,83,19426,10,0,4,4689,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,84,84,19429,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,81,81,20129,9,0,12,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,82,82,20132,10,0,12,573,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,128,128,20705,15,0,11,4810,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,126,126,25515,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,125,125,25518,12,0,11,3765,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,123,123,25990,11,0,4,6561,43,44766,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,25993,10,0,4,3,43,44766,0.571429,0.0333333,1,0.2,functional
 ,118,118,27568,10,0,4,1575,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,27571,9,0,4,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,127,127,27808,21,0,4,18546,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,29283,9,0,11,3,43,44766,0.666667,0.0333333,1,0.2,functional
 ,58,58,29286,10,0,11,5210,43,44766,0.666667,0.0333333,-0.333333,0.2,functional
 ,61,61,34496,9,0,12,3,43,44766,0.714286,0.0333333,1,0.2,functional
 ,60,60,34499,10,0,12,740,43,44766,0.714286,0.0333333,-0.142857,0.2,functional
 ,85,85,35239,11,0,11,3,43,44766,0.6,0.0322581,1,0.2,functional
 ,86,86,35242,12,0,11,537,43,44766,0.6,0.0322581,-0.142857,0.2,functional
 ,137,137,35779,3,0,15,893,43,44766,0,0,-1,0.2,non functional
 ,102,102,36672,1,0,12,35,43,44766,0.5,0,-1,0.2,non functional
 ,93,93,36707,19,0,12,3,43,44766,0.627451,0.0333333,1,0.2,functional
 ,94,94,36710,20,0,12,4046,43,44766,0.627451,0.0333333,-0.00787402,0.2,functional
 ,101,101,40756,21,0,11,3330,43,44766,0.365079,0.021164,0.753425,0.2,functional
 ,115,115,44086,15,0,9,559,43,44766,0.333333,0.0222222,0.779528,0.2,functional
 ,76,76,44645,16,0,11,4456,43,44766,0.253968,0.0247312,1,0.2,functional
S_INS,103,103,1588,8,0,4,18552,43,44772,0.285714,0.0238095,1,0.2,functional
 ,122,122,3530,20,0,4,1942,43,44772,0.627451,0.0333333,-0.00787402,0.2,functional
 ,121,121,3533,19,0,4,3,43,44772,0.627451,0.0333333,1,0.2,functional
 ,120,120,3568,1,0,4,35,43,44772,0.5,0,-1,0.2,non functional
 ,134,134,4335,9,0,11,4456,43,44772,0.666667,0.0333333,1,0.2,functional
 ,133,133,4338,10,0,11,7296,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,135,135,6512,21,0,4,2944,43,44772,0.365079,0.021164,0.753425,0.2,functional
 ,116,116,11634,9,0,11,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,117,117,11637,10,0,11,379,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,55,55,12016,9,0,11,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,54,54,12019,10,0,11,4060,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,129,129,14734,12,0,4,8222,43,44772,0.6,0.0322581,-0.142857,0.2,functional
 ,130,130,14737,11,0,4,3,43,44772,0.6,0.0322581,1,0.2,functional
 ,132,132,16079,9,0,12,3,43,44772,0.714286,0.0333333,1,0.2,functional
 ,131,131,16082,10,0,12,1640,43,44772,0.714286,0.0333333,-0.142857,0.2,functional
 ,65,65,17722,9,0,11,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,66,66,17725,10,0,11,1387,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,136,136,19112,12,0,12,1017,43,44772,0.412698,0.0238095,1,0.2,functional
 ,83,83,19426,10,0,4,4689,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,84,84,19429,9,0,4,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,81,81,20129,9,0,12,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,82,82,20132,10,0,12,573,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,128,128,20705,15,0,11,4810,43,44772,0.333333,0.0222222,0.779528,0.2,functional
 ,126,126,25515,11,0,11,3,43,44772,0.6,0.0322581,1,0.2,functional
 ,125,125,25518,12,0,11,3765,43,44772,0.6,0.0322581,-0.142857,0.2,functional
 ,123,123,25990,11,0,4,6561,43,44772,0.571429,0.0333333,-0.142857,0.2,functional
 ,124,124,25993,10,0,4,3,43,44772,0.571429,0.0333333,1,0.2,functional
 ,118,118,27568,10,0,4,1575,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,119,119,27571,9,0,4,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,127,127,27808,21,0,4,18552,43,44772,0.365079,0.021164,0.753425,0.2,functional
 ,59,59,29283,9,0,11,3,43,44772,0.666667,0.0333333,1,0.2,functional
 ,58,58,29286,10,0,11,5210,43,44772,0.666667,0.0333333,-0.333333,0.2,functional
 ,61,61,34496,9,0,12,3,43,44772,0.714286,0.0333333,1,0.2,functional
 ,60,60,34499,10,0,12,740,43,44772,0.714286,0.0333333,-0.142857,0.2,functional
 ,85,85,35239,11,0,11,3,43,44772,0.6,0.0322581,1,0.2,functional
 ,86,86,35242,12,0,11,537,43,44772,0.6,0.0322581,-0.142857,0.2,functional
 ,137,137,35779,3,0,15,893,43,44772,0,0,-1,0.2,non functional
 ,102,102,36672,1,0,12,35,43,44772,0.5,0,-1,0.2,non functional
 ,93,93,36707,19,0,12,3,43,44772,0.627451,0.0333333,1,0.2,functional
